SeqID	Seq start	Seq stop	Seq length	Domain ID	Model ID	Model start	Model stop	Model size	E-value	Biscore	Accuracy	Species of the template used for the model
YP_498744.1	28	103	214	PF17837	A0A087MLV3_9GAMM_29-102	8	73	74	7.1e-09	33.4	0.91	Arenimonas donghaensis DSM 18148 = HO3-R19
YP_498744.1	106	172	214	PF01648	I3D924_HAEPH_104-224	1	66	76	4.3e-15	52.8	0.88	Haemophilus parahaemolyticus HK385
YP_498745.1	13	147	159	PF07274	HMMer-3	1	135	135	6.3e-60	198.8	0.99	HMMer-3 model
YP_498746.1	2	231	254	PF00696	HMMer-3	1	240	241	8.3e-41	137.5	0.93	HMMer-3 model
YP_498747.1	29	413	413	PF01960	A0A075JMU9_9BACI_26-410	2	384	384	1.3e-147	488.9	0.99	Virgibacillus sp. SK37
YP_498748.1	3	131	343	PF01118	A0A0A2U2D2_9BACL_6-145	1	128	128	1.1e-28	97.5	0.9	Paenibacillus sp. MAEPY2
YP_498748.1	135	314	343	PF02774	A4YD39_METS5_137-321	7	177	177	8.1e-65	215.5	0.98	Metallosphaera sedula DSM 5348
YP_498749.1	10	392	394	PF00202	HMMer-3	2	405	406	6.6e-130	430.7	0.98	HMMer-3 model
YP_498750.1	6	444	451	PF05525	HMMer-3	3	428	429	4.2e-161	534.0	0.98	HMMer-3 model
YP_498751.1	3	159	165	PF00857	HMMer-3	21	175	175	2.1e-34	116.6	0.95	HMMer-3 model
YP_498752.1	5	173	546	PF02776	B0CVU1_LACBS_33-211	2	168	171	1.8e-54	181.4	0.97	Laccaria bicolor S238N-H82
YP_498752.1	194	328	546	PF00205	A0A0A2JP20_PENEN_201-337	2	134	135	3.3e-28	95.6	0.96	Penicillium expansum
YP_498752.1	376	491	546	PF02775	Q0UVQ3_PHANO_152-285	1	115	116	2e-36	121.7	0.98	Parastagonospora nodorum SN15
YP_498754.1	1	327	665	PF02378	C3WC31_FUSMR_11-329	4	297	298	6.6e-112	371.1	0.95	Fusobacterium mortiferum ATCC 9817
YP_498754.1	414	446	665	PF00367	A5IYC1_MYCAP_50-82	2	33	33	3e-16	56.2	0.97	Mycoplasma agalactiae PG2
YP_498754.1	517	642	665	PF00358	HMMer-3	3	124	127	1.6e-54	180.4	0.98	HMMer-3 model
YP_498755.1	2	339	346	PF05913	Q2G1G7_STAA8_1-339	9	342	343	3.5e-92	306.4	0.96	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498756.1	43	163	298	PF13580	I0AJ52_IGNAJ_39-175	3	120	121	2.3e-34	115.5	0.98	Ignavibacterium album JCM 16511
YP_498757.1	9	47	484	PF00367	S1NHP4_9ENTE_9-47	2	38	39	4.7e-15	52.2	0.96	Enterococcus dispar ATCC 51266
YP_498757.1	126	469	484	PF13303	C8NIR9_9LACT_130-463	2	319	320	5e-70	233.8	0.88	Granulicatella adiacens ATCC 49175
YP_498758.1	3	75	291	PF01418	A0A068SRM9_RHIGA_1-77	2	71	73	7.9e-24	80.8	0.96	Neorhizobium galegae
YP_498758.1	128	255	291	PF01380	V2UQY5_9GAMM_38-171	1	122	122	1.6e-22	76.9	0.97	Acinetobacter brisouii CIP 110357
YP_498760.1	4	187	929	PF04313	Q5HK76_STAEQ_3-190	2	185	187	3.1e-55	184.7	0.98	Staphylococcus epidermidis RP62A
YP_498760.1	244	522	929	PF18766	A0A0F3K3Z6_9NEIS_250-544	1	257	260	4.3e-75	250.0	0.91	Aquitalea magnusonii
YP_498760.1	669	927	929	PF12008	I3C3D4_9FLAO_685-940	1	249	249	2.4e-62	208.3	0.93	Joostella marina DSM 19592
YP_498761.1	74	190	280	PF06319	E7GUE8_CLOSY_21-141	8	115	116	3.5e-32	108.2	0.93	[Clostridium] symbiosum WAL-14163
YP_498763.1	19	164	370	PF18870	A0A0U3KAX5_9FLAO_19-145	3	122	123	1.2e-25	88.0	0.82	Tenacibaculum dicentrarchi
YP_498763.1	189	349	370	PF08808	Q2G1F9_STAA8_188-367	1	154	156	4.4e-38	128.2	0.95	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498764.1	24	184	530	PF00005	E5Y284_BILWA_28-193	1	166	166	2.4e-44	149.1	0.96	Bilophila wadsworthia 3_1_6
YP_498764.1	235	269	530	PF08352	A0A0D8MUH5_PHOLE_235-291	1	30	33	5.7e-13	45.6	0.95	Photobacterium leiognathi
YP_498764.1	282	505	530	PF09818	A8T0V4_9VIBR_1-438	8	194	196	1.8e-47	159.0	0.86	Vibrio sp. AND4
YP_498764.1	501	523	530	PF08352	Q6NI20_CORDI_523-558	1	23	30	0.00022	18.2	0.95	Corynebacterium diphtheriae NCTC 13129
YP_498765.1	107	230	492	PF12351	O14107_SCHPO_31-201	32	132	160	5.6e-05	20.8	0.83	Schizosaccharomyces pombe 972h-
YP_498765.1	272	483	492	PF00528	E2Q968_STRC2_97-328	2	208	208	1.6e-46	156.1	0.97	Streptomyces clavuligerus
YP_498766.1	111	164	387	PF12911	D3EI57_GEOS4_225-278	2	54	54	2.7e-22	75.8	0.98	Paenibacillus sp. Y412MC10
YP_498766.1	205	386	387	PF00528	I7KI44_9LACT_106-299	1	185	186	2e-44	149.2	0.94	Lactococcus raffinolactis 4877
YP_498767.1	24	118	591	PF00496	F2F4R5_SOLSS_26-121	1	97	97	9.1e-41	135.2	0.94	Solibacillus silvestris StLB046
YP_498767.1	251	591	591	PF00496	A0A0M9Y3L0_9ACTN_78-428	3	261	318	4.5e-38	128.6	0.8	Streptomyces sp. WM6372
YP_498768.1	30	540	668	PF01019	HMMer-3	2	512	512	2.8e-166	551.6	0.97	HMMer-3 model
YP_498769.1	30	254	257	PF04507	HMMer-3	2	224	225	1.2e-80	267.5	0.98	HMMer-3 model
YP_498770.1	2	205	208	PF02525	HMMer-3	2	195	198	1.4e-44	149.6	0.88	HMMer-3 model
YP_498771.1	23	188	192	PF06605	Q03G12_PEDPA_41-872	116	256	342	5.3e-34	115.9	0.87	Pediococcus pentosaceus ATCC 25745
YP_498772.1	20	163	365	PF00005	J7IYS6_DESMD_25-174	1	148	148	3.5e-47	157.8	0.97	Desulfosporosinus meridiei DSM 13257
YP_498772.1	236	288	365	PF17912	HMMer-3	1	53	53	4.5e-13	47.2	0.86	HMMer-3 model
YP_498772.1	281	356	365	PF08402	K0VVN2_9RHIZ_275-344	1	70	70	2.8e-15	53.9	0.91	Rhizobium sp. Pop5
YP_498773.1	62	348	423	PF13416	C6IYD9_9BACL_80-382	2	284	287	2e-56	189.1	0.93	Paenibacillus sp. oral taxon 786 str. D14
YP_498774.1	3	56	422	PF05154	Q58911_METJA_31-80	1	45	49	6.1e-12	43.3	0.94	Methanocaldococcus jannaschii DSM 2661
YP_498774.1	134	405	422	PF00528	F3Z8G3_9ACTN_59-341	2	222	223	2.4e-47	158.9	0.93	Streptomyces sp. Tu6071
YP_498775.1	53	258	279	PF00528	A0A0H4C4E7_9ACTN_47-270	1	202	203	1.7e-43	146.1	0.96	Streptomyces sp. PBH53
YP_498776.1	3	138	358	PF01408	A9CZC3_HOEPD_14-157	1	133	136	6.1e-41	137.5	0.96	Hoeflea phototrophica DFL-43
YP_498776.1	135	254	358	PF02894	Q3XZR7_ENTFC_132-253	6	105	107	2e-21	73.6	0.9	Enterococcus faecium DO
YP_498777.1	4	136	346	PF01408	A9CZC3_HOEPD_14-157	1	135	136	1e-34	117.4	0.94	Hoeflea phototrophica DFL-43
YP_498777.1	135	266	346	PF02894	A6WZZ2_OCHA4_146-273	1	110	120	1.4e-23	80.7	0.88	Ochrobactrum anthropi ATCC 49188
YP_498778.1	20	284	322	PF01261	D9R0C2_CLOSW_19-272	2	211	212	2.2e-50	168.4	0.86	[Clostridium] saccharolyticum WM1
YP_498778.1	279	322	322	PF07582	H8H0F9_DEIGI_1-44	2	36	45	5.5e-08	30.1	0.84	Deinococcus gobiensis I-0
YP_498779.1	97	190	190	PF04140	HMMer-3	3	93	94	1.9e-31	105.7	0.96	HMMer-3 model
YP_498780.1	38	395	459	PF07690	H2IWM4_RAHAC_34-401	1	354	355	4.4e-70	233.9	0.88	Rahnella aquatilis CIP 78.65 = ATCC 33071
YP_498781.1	4	115	252	PF00072	HMMer-3	1	108	112	3.6e-25	85.7	0.97	HMMer-3 model
YP_498781.1	172	250	252	PF12833	HMMer-3	2	80	81	5e-16	56.1	0.95	HMMer-3 model
YP_498782.1	5	100	518	PF05478	A0A0N5E0U0_TRIMR_49-251	93	157	171	3.5e-06	24.1	0.86	Trichuris muris
YP_498782.1	313	390	518	PF06580	H1ZAX4_MYROD_47-122	2	79	80	1.8e-23	80.1	0.97	Myroides odoratus DSM 2801
YP_498782.1	409	510	518	PF14501	E4RQL4_LEAB4_410-507	1	91	91	2.2e-14	51.0	0.87	Leadbetterella byssophila DSM 17132
YP_498783.1	32	278	322	PF13531	A0YKE9_LYNSP_33-333	2	240	243	3.4e-38	129.5	0.87	Lyngbya sp. PCC 8106
YP_498784.1	12	608	749	PF02901	HMMer-3	7	647	647	4.1e-210	697.0	0.98	HMMer-3 model
YP_498784.1	624	730	749	PF01228	A1HSK2_9FIRM_619-725	1	106	107	8.9e-47	155.6	0.99	Thermosinus carboxydivorans Nor1
YP_498785.1	25	177	251	PF04055	D9SL40_CLOC7_23-184	1	145	145	3.2e-36	122.1	0.92	Clostridium cellulovorans 743B
YP_498787.1	8	328	587	PF10110	HMMer-3	1	319	320	8.2e-81	268.6	0.98	HMMer-3 model
YP_498787.1	346	563	587	PF03009	C2W3Y1_BACCE_354-570	1	215	216	6.6e-52	173.9	0.98	Bacillus cereus Rock3-44
YP_498788.1	5	111	114	PF11546	HMMer-3	1	114	114	4.3e-49	162.7	0.99	HMMer-3 model
YP_498789.1	29	310	636	PF08764	HMMer-3	1	279	279	2.5e-136	451.7	1.0	HMMer-3 model
YP_498789.1	498	524	636	PF04022	HMMer-3	1	27	27	2.7e-20	69.0	0.99	HMMer-3 model
YP_498789.1	525	551	636	PF04022	HMMer-3	1	27	27	1.2e-19	66.9	0.99	HMMer-3 model
YP_498789.1	552	578	636	PF04022	Q2G1D3_STAA8_552-578	1	27	27	1.1e-19	67.2	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498789.1	579	605	636	PF04022	Q2G1D3_STAA8_552-578	1	27	27	5.5e-20	68.1	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498789.1	606	632	636	PF04022	HMMer-3	1	27	27	1.6e-18	63.3	0.99	HMMer-3 model
YP_498792.1	4	262	394	PF00108	Q49UK3_STAS1_4-262	1	240	241	2.1e-87	290.2	0.98	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_498792.1	270	391	394	PF02803	E1QGC3_DESB2_277-399	1	121	121	4.3e-48	159.7	0.98	Desulfarculus baarsii DSM 2075
YP_498793.1	5	187	753	PF02737	HMMer-3	1	180	180	3.2e-52	174.4	0.88	HMMer-3 model
YP_498793.1	189	287	753	PF00725	HMMer-3	1	96	97	7.5e-22	75.2	0.98	HMMer-3 model
YP_498793.1	340	417	753	PF00725	A0A0C2TTM2_BACBA_360-475	2	91	92	2.2e-15	54.5	0.92	Bacillus badius
YP_498793.1	447	651	753	PF00378	D2BC09_STRRD_5-219	5	171	202	3.8e-29	99.3	0.87	Streptosporangium roseum DSM 43021
YP_498794.1	25	137	403	PF02771	E2A9Y9_CAMFO_29-140	3	109	111	4.3e-08	31.6	0.87	Camponotus floridanus
YP_498794.1	143	236	403	PF02770	D7CW94_TRURR_191-284	1	93	93	2.5e-24	82.8	0.98	Truepera radiovictrix DSM 17093
YP_498794.1	248	396	403	PF00441	A0A078L0E6_9GAMM_233-382	4	148	148	6.3e-28	95.1	0.95	Legionella massiliensis
YP_498795.1	6	400	501	PF00501	HMMer-3	9	422	423	2.3e-99	330.2	0.88	HMMer-3 model
YP_498795.1	408	483	501	PF13193	E9SWQ4_RHOHA_447-524	1	76	76	4.4e-19	66.1	0.98	Rhodococcus hoagii ATCC 33707
YP_498796.1	9	482	525	PF04223	A0A0G3Q3U3_KLUIN_38-503	11	396	396	1.1e-60	203.2	0.8	Kluyvera intermedia
YP_498797.1	138	334	380	PF13367	G8S8Q9_ACTS5_11-248	2	190	191	2.8e-38	128.9	0.91	Actinoplanes sp. SE50/110
YP_498798.1	45	426	470	PF00496	A8I8S4_AZOC5_83-468	4	379	383	6.8e-72	240.1	0.87	Azorhizobium caulinodans ORS 571
YP_498799.1	4	116	118	PF04343	C8NCQ1_9GAMM_5-117	2	113	113	1.5e-42	142.1	0.96	Cardiobacterium hominis ATCC 15826
YP_498801.1	1	135	381	PF11563	A0A077HKT8_9CORY_8-154	3	135	137	5.8e-27	92.2	0.98	Corynebacterium ureicelerivorans
YP_498801.1	161	322	381	PF08022	A0A0B2X9L0_METRA_309-493	2	154	156	4.8e-20	69.3	0.89	Metarhizium robertsii ARSEF 23
YP_498803.1	1	98	269	PF00056	U3GZG7_9CORY_7-146	43	140	140	4.9e-35	118.3	1.0	Corynebacterium argentoratense DSM 44202
YP_498803.1	101	264	269	PF02866	A0A067T593_9AGAR_148-329	1	153	156	9.8e-44	146.3	0.93	Galerina marginata CBS 339.88
YP_498805.1	13	349	509	PF02378	R2SLN9_9ENTE_13-345	1	308	309	1.8e-110	366.5	0.95	Enterococcus pallens ATCC BAA-351
YP_498805.1	436	473	509	PF00367	B9Y8M9_9FIRM_9-46	1	36	38	3.2e-15	52.7	0.94	Holdemania filiformis DSM 12042
YP_498806.1	3	266	311	PF01156	Q2G217_STAA8_3-301	1	263	264	1.3e-94	314.1	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498808.1	5	60	698	PF08279	B0KD90_THEP3_12-69	4	54	57	1.1e-06	25.9	0.88	Thermoanaerobacter pseudethanolicus ATCC 33223
YP_498808.1	85	166	698	PF05043	S0K5N2_9ENTE_66-161	3	81	82	6.8e-25	84.4	0.97	Enterococcus dispar ATCC 51266
YP_498808.1	192	388	698	PF08270	C0MEQ0_STRS7_172-385	4	202	203	6e-42	140.8	0.93	Streptococcus equi subsp. zooepidemicus H70
YP_498808.1	402	482	698	PF02302	D5DWQ9_BACMQ_411-501	1	81	83	3.5e-11	40.7	0.93	Bacillus megaterium QM B1551
YP_498808.1	546	685	698	PF00359	HMMer-3	4	143	144	1.3e-22	77.6	0.96	HMMer-3 model
YP_498809.1	5	150	155	PF00359	R2SSK6_9ENTE_6-153	2	136	137	1.7e-35	119.6	0.94	Enterococcus pallens ATCC BAA-351
YP_498810.1	3	92	92	PF02302	G5K8I7_9STRE_3-97	2	91	91	6.6e-31	104.2	0.98	Streptococcus pseudoporcinus LQ 940-04
YP_498811.1	9	416	419	PF03611	C9KLZ2_9FIRM_14-445	3	406	407	1.8e-164	544.9	0.99	Mitsuokella multacida DSM 20544
YP_498812.1	26	133	351	PF08240	HMMer-3	2	108	109	1.4e-35	118.8	0.97	HMMer-3 model
YP_498812.1	141	340	351	PF16912	A0A0A7FX07_9CLOT_136-337	2	188	189	3.1e-43	145.5	0.91	Clostridium baratii str. Sullivan
YP_498814.1	25	131	347	PF08240	HMMer-3	2	109	109	1.5e-30	102.7	0.94	HMMer-3 model
YP_498814.1	140	344	347	PF16912	R5KIC0_9CLOT_137-338	1	183	185	1.2e-40	137.0	0.89	Clostridium sp. CAG:678
YP_498815.1	18	218	224	PF01128	A0A088GRB8_9LACT_1-195	5	184	185	1.2e-43	146.0	0.94	Weissella ceti
YP_498816.1	25	139	341	PF08240	Q021U5_SOLUE_25-139	2	86	88	8.3e-11	39.6	0.92	Candidatus Solibacter usitatus Ellin6076
YP_498816.1	140	338	341	PF16912	D3E2Z7_METRM_136-338	3	189	189	2.6e-21	74.1	0.85	Methanobrevibacter ruminantium M1
YP_498818.1	149	512	513	PF04464	HMMer-3	4	366	367	9.7e-103	341.3	0.93	HMMer-3 model
YP_498819.1	14	389	389	PF04464	HMMer-3	6	367	367	3.9e-142	470.9	0.97	HMMer-3 model
YP_498820.1	4	231	238	PF01128	C3WCV7_FUSMR_2-236	4	225	226	1.6e-48	163.3	0.94	Fusobacterium mortiferum ATCC 9817
YP_498821.1	25	139	341	PF08240	Q021U5_SOLUE_25-139	2	86	88	5.9e-10	36.9	0.92	Candidatus Solibacter usitatus Ellin6076
YP_498821.1	140	338	341	PF16912	D3E2Z7_METRM_136-338	4	189	189	7.4e-21	72.6	0.85	Methanobrevibacter ruminantium M1
YP_498822.1	198	561	562	PF04464	HMMer-3	2	366	367	2.1e-108	359.9	0.97	HMMer-3 model
YP_498823.1	2	207	574	PF13641	V6JW42_STRNV_5-237	1	207	210	4.7e-47	157.8	0.84	Streptomyces niveus NCIMB 11891
YP_498823.1	356	488	574	PF18674	Q2G1B7_STAA8_355-488	1	132	133	1.3e-48	161.8	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498824.1	4	60	224	PF04405	HMMer-3	2	55	56	7.4e-22	74.2	0.95	HMMer-3 model
YP_498824.1	78	223	224	PF01814	A6L4A2_BACV8_80-223	1	143	143	4e-36	121.9	0.97	Bacteroides vulgatus ATCC 8482
YP_498825.1	20	203	579	PF07694	HMMer-3	2	167	169	1e-52	175.4	0.96	HMMer-3 model
YP_498825.1	226	359	579	PF13492	R7BRC1_9ACTN_49-186	1	133	133	6.4e-44	146.6	0.99	Eggerthella sp. CAG:368
YP_498825.1	373	451	579	PF06580	H1ZAX4_MYROD_47-122	2	78	80	1.5e-23	80.4	0.97	Myroides odoratus DSM 2801
YP_498825.1	470	574	579	PF02518	B2VE32_ERWT9_447-548	2	96	97	1.5e-16	57.8	0.9	Erwinia tasmaniensis
YP_498826.1	3	113	246	PF00072	HMMer-3	2	112	112	6.2e-25	84.9	0.97	HMMer-3 model
YP_498826.1	147	244	246	PF04397	HMMer-3	1	96	98	2.1e-29	99.0	0.98	HMMer-3 model
YP_498827.1	27	128	147	PF03788	S0KCA8_9ENTE_19-126	1	100	102	3e-27	91.9	0.97	Enterococcus columbae DSM 7374 = ATCC 51263
YP_498828.1	17	231	233	PF04172	HMMer-3	1	213	214	1.6e-66	221.2	0.99	HMMer-3 model
YP_498829.1	3	66	234	PF00392	HMMer-3	1	64	64	3e-17	59.4	0.99	HMMer-3 model
YP_498829.1	88	227	234	PF07702	HMMer-3	4	136	141	8e-27	91.2	0.93	HMMer-3 model
YP_498830.1	10	35	263	PF00367	D1AYR0_STRM9_8-43	1	18	31	0.00013	18.6	0.91	Streptobacillus moniliformis DSM 12112
YP_498830.1	113	240	263	PF00358	HMMer-3	3	126	127	5.1e-45	149.7	0.97	HMMer-3 model
YP_498831.1	3	473	478	PF00232	A7MR87_CROS8_2-475	2	421	422	2.7e-134	445.7	0.93	Cronobacter sakazakii ATCC BAA-894
YP_498832.1	23	193	253	PF02353	F2JN15_CELLD_104-373	2	164	167	5.1e-32	108.4	0.91	Cellulosilyticum lentocellum DSM 5427
YP_498834.1	4	294	304	PF00294	Q7MEU8_VIBVY_13-307	1	288	289	4.5e-79	263.3	0.97	Vibrio vulnificus YJ016
YP_498835.1	1	133	134	PF05025	HMMer-3	1	134	134	1.6e-41	139.3	0.98	HMMer-3 model
YP_498836.1	7	292	293	PF06800	HMMer-3	1	281	281	1.7e-109	362.9	0.99	HMMer-3 model
YP_498837.1	5	51	332	PF00356	HMMer-3	1	46	46	2.8e-16	56.4	0.98	HMMer-3 model
YP_498837.1	64	325	332	PF00532	I5CAJ7_9BACT_63-336	1	267	268	2.5e-59	198.6	0.87	Nitritalea halalkaliphila LW7
YP_498841.1	24	409	458	PF07690	A0A0J7ZJA8_STRVR_28-420	11	385	385	4.1e-63	211.1	0.91	Streptomyces viridochromogenes
YP_498842.1	2	315	330	PF02275	HMMer-3	1	315	316	1e-72	242.8	0.98	HMMer-3 model
YP_498843.1	209	301	316	PF01551	G0J6B0_CYCMS_169-265	2	89	92	2.7e-28	95.9	0.94	Cyclobacterium marinum DSM 745
YP_498844.1	1	200	219	PF13166	L0AB40_CALLD_652-912	1	201	206	3.5e-42	142.2	0.91	Caldisphaera lagunensis DSM 15908
YP_498845.1	17	162	306	PF12698	Q6NGZ1_CORDI_21-184	2	114	130	1.9e-13	48.0	0.8	Corynebacterium diphtheriae NCTC 13129
YP_498845.1	163	257	306	PF05529	M7ZDJ2_TRIUA_2-173	34	111	170	5.3e-05	20.5	0.88	Triticum urartu
YP_498846.1	16	384	388	PF12698	HMMer-3	1	338	345	7.7e-24	81.8	0.8	HMMer-3 model
YP_498847.1	2	38	507	PF17870	A0A0P7UEY6_9TELE_1153-1199	15	40	47	0.001	16.4	0.86	Scleropages formosus
YP_498847.1	268	364	507	PF01095	A0A0E0R4S7_ORYRU_188-282	8	68	85	2.2e-05	22.1	0.82	Oryza rufipogon
YP_498848.1	6	213	217	PF16882	HMMer-3	1	223	223	7.1e-78	258.8	0.99	HMMer-3 model
YP_498849.1	4	195	195	PF16883	HMMer-3	1	197	197	1.2e-87	290.5	0.99	HMMer-3 model
YP_498850.1	192	273	297	PF05257	B9DLH9_STACT_229-313	2	82	82	2.8e-30	102.3	0.98	Staphylococcus carnosus subsp. carnosus TM300
YP_498851.1	5	88	97	PF06013	R5ITW0_9CLOT_3-89	1	84	84	3.2e-29	98.5	0.99	Clostridium sp. CAG:1193
YP_498852.1	40	168	1009	PF12051	D2Q7N9_BIFDB_35-221	5	126	127	4.1e-27	92.2	0.97	Bifidobacterium dentium Bd1
YP_498852.1	240	388	1009	PF16454	C3YA44_BRAFL_728-888	18	135	155	0.00015	19.1	0.84	Branchiostoma floridae
YP_498852.1	681	789	1009	PF05600	H9H182_MELGA_1-145	31	125	146	3.1e-05	21.6	0.91	Meleagris gallopavo
YP_498852.1	799	998	1009	PF12698	D4M1L7_9FIRM_312-682	1	197	199	1e-14	52.0	0.8	[Ruminococcus] torques L2-14
YP_498853.1	12	143	152	PF10661	H0DK42_9STAP_15-144	1	132	132	1.3e-64	213.4	0.99	Staphylococcus pettenkoferi VCU012
YP_498854.1	17	92	93	PF08817	A0A0A8JMI3_BACSX_2-78	1	76	77	3.5e-23	79.6	0.98	Bacillus sp. OxB-1
YP_498855.1	35	394	444	PF10140	HMMer-3	2	356	357	4.6e-121	401.3	0.99	HMMer-3 model
YP_498856.1	3	109	1479	PF12538	Q2G184_STAA8_3-109	1	107	107	7.4e-73	238.7	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498856.1	643	868	1479	PF01580	G4KVJ7_OSCVS_657-914	2	223	224	1.4e-64	214.9	0.98	Oscillibacter valericigenes Sjm18-20
YP_498856.1	986	1203	1479	PF01580	I0RXR4_MYCXE_803-1065	3	204	205	4.5e-37	125.0	0.93	Mycobacterium xenopi RIVM700367
YP_498857.1	2	73	130	PF05335	A0A088A676_APIME_71-251	105	169	172	0.00071	16.9	0.92	Apis mellifera
YP_498858.1	6	92	104	PF06013	HMMer-3	2	86	86	2.3e-13	47.5	0.98	HMMer-3 model
YP_498859.1	4	223	224	PF16887	HMMer-3	1	231	231	4.2e-86	285.1	0.99	HMMer-3 model
YP_498860.1	4	93	105	PF17279	A0A1G9RS40_9BACI_14-105	2	88	91	2.2e-10	37.7	0.96	Sediminibacillus halophilus
YP_498861.1	215	288	614	PF14449	Q2G179_STAA8_216-295	2	66	69	1.3e-23	79.8	0.95	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498861.1	473	604	614	PF13930	Q2G179_STAA8_472-604	1	126	126	5.2e-42	141.0	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498862.1	8	148	163	PF04634	R6YS84_9CLOT_8-159	2	142	143	4.5e-52	173.4	0.98	Clostridium sp. CAG:356
YP_498863.1	4	226	227	PF16882	HMMer-3	1	223	223	6.5e-123	406.1	1.0	HMMer-3 model
YP_498864.1	4	200	203	PF16883	HMMer-3	1	197	197	5.3e-103	340.6	1.0	HMMer-3 model
YP_498865.1	4	71	72	PF07666	R5LVG4_9FIRM_47-143	3	73	78	2.4e-07	28.3	0.82	Butyrivibrio crossotus CAG:259
YP_498866.1	7	152	166	PF04634	HMMer-3	1	145	146	1e-52	175.5	0.99	HMMer-3 model
YP_498867.2	7	152	166	PF04634	HMMer-3	1	146	146	1.6e-53	178.1	0.99	HMMer-3 model
YP_498868.1	8	148	166	PF04634	R6YS84_9CLOT_8-159	2	141	143	1.9e-52	174.6	0.98	Clostridium sp. CAG:356
YP_498869.1	7	152	166	PF04634	HMMer-3	1	145	146	4.4e-50	166.9	0.99	HMMer-3 model
YP_498870.1	7	152	162	PF04634	HMMer-3	1	145	146	8e-52	172.5	0.99	HMMer-3 model
YP_498871.1	25	118	124	PF14729	HMMer-3	1	94	94	8.9e-37	122.7	0.99	HMMer-3 model
YP_498872.1	1	105	132	PF13273	Q2G173_STAA8_1-105	1	105	105	3.3e-42	140.4	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498873.1	35	262	274	PF01226	B9DLT5_STACT_16-263	3	227	228	2.8e-53	178.1	0.98	Staphylococcus carnosus subsp. carnosus TM300
YP_498874.1	1	415	425	PF05525	Q2G171_STAA8_1-417	1	416	417	3.7e-138	458.1	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498875.1	66	259	296	PF03767	Q2G170_STAA8_19-261	2	170	170	4.9e-56	186.4	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_498877.1	18	213	349	PF12704	A0A0F7KE70_9PROT_20-228	3	191	204	7.7e-20	69.1	0.82	Nitrosomonas communis
YP_498877.1	235	344	349	PF02687	Q9AK94_STRCO_259-371	3	112	112	1.8e-15	54.5	0.97	Streptomyces coelicolor A3(2)
YP_498878.1	21	204	225	PF13304	R5GF50_9BACT_55-261	1	174	176	1.4e-46	156.0	0.9	Prevotella sp. CAG:755
YP_498880.1	2	308	316	PF13303	A0A0A1S2Q2_CLOSO_29-341	1	306	306	1.5e-80	268.1	0.99	Paeniclostridium sordellii
YP_498881.1	3	43	372	PF13412	F2KUR4_PREDF_425-468	2	39	41	1.9e-11	41.0	0.93	Prevotella denticola F0289
YP_498881.1	58	347	372	PF00294	B9JFS8_AGRRK_2-297	2	285	288	3.5e-57	191.7	0.9	Agrobacterium radiobacter K84
YP_498882.1	13	302	307	PF04227	V6U3F9_GIAIN_50-346	1	289	290	2.2e-133	441.5	1.0	Giardia intestinalis
YP_498883.1	8	81	406	PF01773	HMMer-3	2	73	74	4.2e-16	56.7	0.98	HMMer-3 model
YP_498883.1	90	190	406	PF07670	Q119L8_TRIEI_88-188	2	98	101	9.9e-20	68.4	0.98	Trichodesmium erythraeum IMS101
YP_498883.1	192	405	406	PF07662	HMMer-3	1	207	207	8.8e-62	206.0	0.92	HMMer-3 model
YP_498884.1	39	442	510	PF00474	B9DIJ1_STACT_39-443	1	401	401	2.4e-108	359.9	0.99	Staphylococcus carnosus subsp. carnosus TM300
YP_498885.1	4	291	293	PF00701	HMMer-3	2	287	289	5.2e-85	282.0	0.97	HMMer-3 model
YP_498886.1	3	286	286	PF00480	K6WXW5_9MICO_6-328	2	294	297	6.6e-53	177.7	0.88	Kineosphaera limosa NBRC 100340
YP_498887.1	4	75	266	PF01418	R5XJ40_9FIRM_1-79	3	71	72	7.2e-20	68.0	0.94	Firmicutes bacterium CAG:212
YP_498887.1	115	248	266	PF01380	Q7MD88_VIBVY_123-273	1	129	130	2.7e-31	105.4	0.96	Vibrio vulnificus YJ016
YP_498888.1	24	222	222	PF04131	HMMer-3	1	190	192	3.5e-66	219.4	0.96	HMMer-3 model
YP_498889.1	135	219	437	PF07670	B9E9U9_MACCJ_125-227	2	85	85	1.1e-35	118.8	0.98	Macrococcus caseolyticus JCSC5402
YP_498890.1	5	30	690	PF04650	Q2G155_STAA8_5-30	1	26	26	3.5e-18	61.8	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
